"from","to","same.conf","value","group","data_plot"
"TexasA&M","Oklahoma",1,"Big Twelve",2,2
"TexasChristian","Hawaii",0,"Conference USA",2,2
"TexasElPaso","Oklahoma",0,"Western Athletic",2,2
"TexasElPaso","Hawaii",1,"Western Athletic",2,2
"TexasElPaso","TexasChristian",0,"Western Athletic",2,2
"TexasElPaso","Tulsa",1,"Western Athletic",2,2
"TexasTech","Texas",1,"Big Twelve",2,2
"TexasTech","Kansas",1,"Big Twelve",2,2
"TexasTech","OklahomaState",1,"Big Twelve",2,2
"TexasTech","Oklahoma",1,"Big Twelve",2,2
"TexasTech","Nebraska",1,"Big Twelve",2,2
"TexasTech","NorthTexas",0,"Big Twelve",2,2
"TexasTech","LouisianaLafayette",0,"Big Twelve",2,2
"TexasTech","UtahState",0,"Big Twelve",2,2
"TexasTech","TexasA&M",1,"Big Twelve",2,2
"TexasTech","Baylor",1,"Big Twelve",2,2
"Toledo","Marshall",1,"Mid-American",2,2
"Tulane","Cincinnati",1,"Conference USA",2,2
"Tulane","Mississippi",0,"Conference USA",2,2
"Tulane","LouisianaLafayette",0,"Conference USA",2,2
"Tulane","Army",1,"Conference USA",2,2
"Tulsa","NorthCarolina",0,"Western Athletic",2,2
"Tulsa","OklahomaState",0,"Western Athletic",2,2
"Tulsa","TexasChristian",0,"Western Athletic",2,2
"Tulsa","Hawaii",1,"Western Athletic",2,2
"UCLA","California",1,"Pacific Ten",2,2
"UCLA","OregonState",1,"Pacific Ten",2,2
"UCLA","FresnoState",0,"Pacific Ten",2,2
"UCLA","Oregon",1,"Pacific Ten",2,2
"UCLA","Washington",1,"Pacific Ten",2,2
"UCLA","Stanford",1,"Pacific Ten",2,2
"UCLA","Arizona",1,"Pacific Ten",2,2
"UCLA","Michigan",0,"Pacific Ten",2,2
"Utah","UtahState",0,"Mountain West",2,2
"Utah","AirForce",1,"Mountain West",2,2
"Utah","WashingtonState",0,"Mountain West",2,2
"Utah","ColoradoState",1,"Mountain West",2,2
"Utah","California",0,"Mountain West",2,2
"Utah","NevadaLasVegas",1,"Mountain West",2,2
"UtahState",NA,NA,"Independents",2,2
"Vanderbilt","Tennessee",1,"Southeastern",2,2
"Vanderbilt","Mississippi",1,"Southeastern",2,2
"Vanderbilt","SouthCarolina",1,"Southeastern",2,2
"Vanderbilt","Georgia",1,"Southeastern",2,2
"Vanderbilt","WakeForest",0,"Southeastern",2,2
"Virginia","GeorgiaTech",1,"Atlantic Coast",2,2
"Virginia","Maryland",1,"Atlantic Coast",2,2
"Virginia","NorthCarolina",1,"Atlantic Coast",2,2
"Virginia","WakeForest",1,"Atlantic Coast",2,2
"Virginia","Duke",1,"Atlantic Coast",2,2
"Virginia","Clemson",1,"Atlantic Coast",2,2
"VirginiaTech","Rutgers",1,"Big East",2,2
"VirginiaTech","CentralFlorida",0,"Big East",2,2
"VirginiaTech","BostonCollege",1,"Big East",2,2
"VirginiaTech","Pittsburgh",1,"Big East",2,2
"VirginiaTech","Temple",1,"Big East",2,2
"VirginiaTech","EastCarolina",0,"Big East",2,2
"VirginiaTech","MiamiFlorida",1,"Big East",2,2
"VirginiaTech","Virginia",0,"Big East",2,2
"VirginiaTech","WestVirginia",1,"Big East",2,2
"VirginiaTech","Syracuse",1,"Big East",2,2
"WakeForest","Maryland",1,"Atlantic Coast",2,2
"Washington","California",1,"Pacific Ten",2,2
"Washington","WashingtonState",1,"Pacific Ten",2,2
"Washington","OregonState",1,"Pacific Ten",2,2
"Washington","MiamiFlorida",0,"Pacific Ten",2,2
"Washington","Oregon",1,"Pacific Ten",2,2
"Washington","Stanford",1,"Pacific Ten",2,2
"WashingtonState","OregonState",1,"Pacific Ten",2,2
"WashingtonState","California",1,"Pacific Ten",2,2
"WesternMichigan","Marshall",1,"Mid-American",2,2
"WesternMichigan","Toledo",1,"Mid-American",2,2
"WesternMichigan","CentralMichigan",1,"Mid-American",2,2
"WesternMichigan","Ohio",1,"Mid-American",2,2
"WesternMichigan","EasternMichigan",1,"Mid-American",2,2
"WesternMichigan","BallState",1,"Mid-American",2,2
"WesternMichigan","Wisconsin",0,"Mid-American",2,2
"WesternMichigan","Kent",1,"Mid-American",2,2
"WestVirginia","NotreDame",0,"Big East",2,2
"WestVirginia","Pittsburgh",1,"Big East",2,2
"WestVirginia","Idaho",0,"Big East",2,2
"WestVirginia","EastCarolina",0,"Big East",2,2
"WestVirginia","Maryland",0,"Big East",2,2
"WestVirginia","MiamiFlorida",1,"Big East",2,2
"WestVirginia","Rutgers",1,"Big East",2,2
"WestVirginia","Temple",1,"Big East",2,2
"WestVirginia","Syracuse",1,"Big East",2,2
"Wisconsin","MichiganState",1,"Big Ten",2,2
"Wisconsin","Indiana",1,"Big Ten",2,2
"Wisconsin","Hawaii",0,"Big Ten",2,2
"Wisconsin","Minnesota",1,"Big Ten",2,2
"Wisconsin","Michigan",1,"Big Ten",2,2
"Wisconsin","Cincinnati",0,"Big Ten",2,2
"Wisconsin","Oregon",0,"Big Ten",2,2
"Wisconsin","OhioState",1,"Big Ten",2,2
"Wisconsin","Purdue",1,"Big Ten",2,2
"Wyoming","Utah",1,"Mountain West",2,2
"Wyoming","Auburn",0,"Mountain West",2,2
"Wyoming","ColoradoState",1,"Mountain West",2,2
"Wyoming","CentralMichigan",0,"Mountain West",2,2
"Wyoming","Nevada",0,"Mountain West",2,2
"Wyoming","AirForce",1,"Mountain West",2,2
"Wyoming","NevadaLasVegas",1,"Mountain West",2,2
"Wyoming","TexasA&M",0,"Mountain West",2,2
"AirForce","MiamiOhio",1,"Mountain West",1,2
"Akron","Navy",1,"Mid-American",1,2
"Akron","California",0,"Mid-American",1,2
"Akron","MichiganState",1,"Mid-American",1,2
"Akron","California",1,"Mid-American",1,2
"Akron","Memphis",1,"Mid-American",1,2
"Akron","AirForce",0,"Mid-American",1,2
"Akron","KansasState",1,"Mid-American",1,2
"Akron","EasternMichigan",0,"Mid-American",1,2
"Akron","WakeForest",1,"Mid-American",1,2
"Akron","AirForce",1,"Mid-American",1,2
"Alabama","Oklahoma",1,"Southeastern",1,2
"Alabama","OklahomaState",1,"Southeastern",1,2
"Alabama","MiamiOhio",0,"Southeastern",1,2
"Alabama","Vanderbilt",1,"Southeastern",1,2
"Alabama","California",1,"Southeastern",1,2
"Alabama","GeorgiaTech",0,"Southeastern",1,2
"Alabama","Cincinnati",1,"Southeastern",1,2
"Alabama","MiddleTennesseeState",0,"Southeastern",1,2
"Alabama",NA,1,"Southeastern",1,2
"Alabama","Rutgers",1,"Southeastern",1,2
"AlabamaBirmingham","MichiganState",NA,"Conference USA",1,2
"Arizona","Cincinnati",1,"Pacific Ten",1,2
"Arizona","LouisianaState",1,"Pacific Ten",1,2
"Arizona","OregonState",1,"Pacific Ten",1,2
"Arizona","UCLA",0,"Pacific Ten",1,2
"Arizona","IowaState",1,"Pacific Ten",1,2
"Arizona","EasternMichigan",0,"Pacific Ten",1,2
"Arizona","Stanford",1,"Pacific Ten",1,2
"ArizonaState","Wyoming",1,"Pacific Ten",1,2
"ArizonaState","OhioState",1,"Pacific Ten",1,2
"ArizonaState","Hawaii",1,"Pacific Ten",1,2
"ArizonaState","WakeForest",1,"Pacific Ten",1,2
"ArizonaState","SanJoseState",0,"Pacific Ten",1,2
"ArizonaState","MississippiState",1,"Pacific Ten",1,2
"ArizonaState","Oklahoma",0,"Pacific Ten",1,2
"ArizonaState","WashingtonState",1,"Pacific Ten",1,2
"ArizonaState","Hawaii",0,"Pacific Ten",1,2
"ArizonaState","Tulsa",1,"Pacific Ten",1,2
"Arkansas","MiamiFlorida",NA,"Southeastern",1,2
"ArkansasState","Temple",0,"Sun Belt",1,2
"ArkansasState","SouthernCalifornia",0,"Sun Belt",1,2
"ArkansasState","MiamiOhio",0,"Sun Belt",1,2
"ArkansasState","Memphis",0,"Sun Belt",1,2
"ArkansasState","NorthCarolina",0,"Sun Belt",1,2
"ArkansasState","NevadaLasVegas",0,"Sun Belt",1,2
"ArkansasState","Vanderbilt",1,"Sun Belt",1,2
"ArkansasState","NotreDame",0,"Sun Belt",1,2
"ArkansasState","VirginiaTech",1,"Sun Belt",1,2
"Army","BallState",1,"Conference USA",1,2
"Army","AirForce",0,"Conference USA",1,2
"Army","SouthernMethodist",1,"Conference USA",1,2
"Auburn","ColoradoState",1,"Southeastern",1,2
"Auburn","Tulane",0,"Southeastern",1,2
"Auburn","Temple",1,"Southeastern",1,2
"Auburn",NA,1,"Southeastern",1,2
"Auburn","Stanford",1,"Southeastern",1,2
"Auburn","Marshall",1,"Southeastern",1,2
"Auburn","Oregon",1,"Southeastern",1,2
"Auburn","Vanderbilt",1,"Southeastern",1,2
"Auburn","WakeForest",1,"Southeastern",1,2
"BallState","Purdue",1,"Mid-American",1,2
"BallState","Kent",1,"Mid-American",1,2
"BallState","Georgia",1,"Mid-American",1,2
"BallState","TexasChristian",1,"Mid-American",1,2
"BallState","Oregon",0,"Mid-American",1,2
"BallState","Missouri",0,"Mid-American",1,2
"BallState","WashingtonState",1,"Mid-American",1,2
"Baylor","Hawaii",1,"Big Twelve",1,2
"Baylor","TexasA&M",0,"Big Twelve",1,2
"Baylor","MiddleTennesseeState",1,"Big Twelve",1,2
"Baylor","Minnesota",1,"Big Twelve",1,2
"Baylor","WashingtonState",1,"Big Twelve",1,2
"Baylor","EasternMichigan",1,"Big Twelve",1,2
"Baylor","AlabamaBirmingham",1,"Big Twelve",1,2
"Baylor","OregonState",1,"Big Twelve",1,2
"Baylor","Wyoming",0,"Big Twelve",1,2
"BoiseState","Duke",0,"Western Athletic",1,2
"BoiseState","MiamiOhio",0,"Western Athletic",1,2
"BoiseState","Tulane",0,"Western Athletic",1,2
"BoiseState","Syracuse",0,"Western Athletic",1,2
"BoiseState","Georgia",0,"Western Athletic",1,2
"BoiseState","Mississippi",0,"Western Athletic",1,2
"BostonCollege","CentralMichigan",0,"Big East",1,2
"BostonCollege","OklahomaState",1,"Big East",1,2
"BostonCollege","Arkansas",1,"Big East",1,2
"BostonCollege","Mississippi",0,"Big East",1,2
"BostonCollege","UtahState",1,"Big East",1,2
"BostonCollege","LouisianaLafayette",1,"Big East",1,2
"BostonCollege","Nebraska",0,"Big East",1,2
"BostonCollege","SouthernMississippi",0,"Big East",1,2
"BostonCollege","Illinois",1,"Big East",1,2
"BostonCollege","Auburn",1,"Big East",1,2
"BowlingGreenState","MichiganState",0,"Mid-American",1,2
"BowlingGreenState","GeorgiaTech",1,"Mid-American",1,2
"BowlingGreenState","Tulane",1,"Mid-American",1,2
"BowlingGreenState","MississippiState",1,"Mid-American",1,2
"BowlingGreenState","Mississippi",1,"Mid-American",1,2
"BowlingGreenState","Toledo",1,"Mid-American",1,2
"BowlingGreenState","Pittsburgh",1,"Mid-American",1,2
"BowlingGreenState","BoiseState",0,"Mid-American",1,2
"BowlingGreenState","Rutgers",1,"Mid-American",1,2
"BowlingGreenState","Oklahoma",0,"Mid-American",1,2
"BrighamYoung","Oklahoma",0,"Mountain West",1,2
"BrighamYoung","Rutgers",1,"Mountain West",1,2
"BrighamYoung","OklahomaState",1,"Mountain West",1,2
"BrighamYoung","Toledo",1,"Mountain West",1,2
"BrighamYoung","MichiganState",1,"Mountain West",1,2
"BrighamYoung","TexasA&M",0,"Mountain West",1,2
"BrighamYoung","Arizona",1,"Mountain West",1,2
"BrighamYoung","Indiana",1,"Mountain West",1,2
"BrighamYoung","California",0,"Mountain West",1,2
"BrighamYoung","Tulane",0,"Mountain West",1,2
"BrighamYoung","MiamiFlorida",1,"Mountain West",1,2
"BrighamYoung","Arizona",0,"Mountain West",1,2
"Buffalo","Clemson",1,"Mid-American",1,2
"Buffalo","Pittsburgh",1,"Mid-American",1,2
"Buffalo","Nebraska",0,"Mid-American",1,2
"Buffalo","LouisianaLafayette",1,"Mid-American",1,2
"Buffalo","Florida",0,"Mid-American",1,2
"Buffalo","TexasElPaso",1,"Mid-American",1,2
"Buffalo","NorthTexas",0,"Mid-American",1,2
"California","WashingtonState",NA,"Pacific Ten",1,2
"CentralFlorida","Rice",0,"Independents",1,2
"CentralFlorida","SanJoseState",0,"Independents",1,2
"CentralFlorida","BostonCollege",0,"Independents",1,2
"CentralFlorida","Arkansas",0,"Independents",1,2
"CentralMichigan","Arizona",0,"Mid-American",1,2
"CentralMichigan","Maryland",1,"Mid-American",1,2
"CentralMichigan","Minnesota",1,"Mid-American",1,2
"CentralMichigan","Cincinnati",1,"Mid-American",1,2
"CentralMichigan","Tennessee",1,"Mid-American",1,2
"Cincinnati","WestVirginia",1,"Conference USA",1,2
"Cincinnati","TexasElPaso",0,"Conference USA",1,2
"Clemson","SouthCarolina",1,"Atlantic Coast",1,2
"Clemson","TexasChristian",1,"Atlantic Coast",1,2
"Colorado","OklahomaState",1,"Big Twelve",1,2
"Colorado","BowlingGreenState",1,"Big Twelve",1,2
"Colorado","Georgia",0,"Big Twelve",1,2
"Colorado","Nevada",1,"Big Twelve",1,2
"Colorado","TexasChristian",0,"Big Twelve",1,2
"Colorado","ColoradoState",1,"Big Twelve",1,2
"Colorado","Michigan",1,"Big Twelve",1,2
"Colorado","SouthernMississippi",1,"Big Twelve",1,2
"Colorado","NorthTexas",1,"Big Twelve",1,2
"ColoradoState","Rutgers",1,"Mountain West",1,2
"ColoradoState","OregonState",1,"Mountain West",1,2
"ColoradoState","NevadaLasVegas",0,"Mountain West",1,2
"Connecticut","AlabamaBirmingham",0,"Independents",1,2
"Connecticut","Oklahoma",0,"Independents",1,2
"Connecticut","Syracuse",0,"Independents",1,2
"Duke","Clemson",1,"Atlantic Coast",1,2
"Duke","LouisianaState",1,"Atlantic Coast",1,2
"Duke","TexasChristian",0,"Atlantic Coast",1,2
"Duke","Tulsa",1,"Atlantic Coast",1,2
"Duke","LouisianaState",1,"Atlantic Coast",1,2
"EastCarolina","Minnesota",1,"Conference USA",1,2
"EastCarolina","Ohio",1,"Conference USA",1,2
"EastCarolina","CentralMichigan",1,"Conference USA",1,2
"EastCarolina","California",1,"Conference USA",1,2
"EastCarolina","Mississippi",0,"Conference USA",1,2
"EastCarolina","NotreDame",1,"Conference USA",1,2
"EastCarolina","Hawaii",1,"Conference USA",1,2
"EastCarolina",NA,1,"Conference USA",1,2
"EasternMichigan","AlabamaBirmingham",1,"Mid-American",1,2
"EasternMichigan","Temple",0,"Mid-American",1,2
"EasternMichigan","Cincinnati",1,"Mid-American",1,2
"EasternMichigan","Nebraska",0,"Mid-American",1,2
"Florida","AirForce",0,"Southeastern",1,2
"Florida","Indiana",1,"Southeastern",1,2
"Florida","SouthCarolina",1,"Southeastern",1,2
"Florida","Buffalo",1,"Southeastern",1,2
"Florida","CentralFlorida",1,"Southeastern",1,2
"Florida","Illinois",1,"Southeastern",1,2
"Florida","Army",1,"Southeastern",1,2
"Florida","Missouri",1,"Southeastern",1,2
"FloridaState","Texas",1,"Atlantic Coast",1,2
"FloridaState","BallState",1,"Atlantic Coast",1,2
"FloridaState","OklahomaState",1,"Atlantic Coast",1,2
"FloridaState","Kansas",1,"Atlantic Coast",1,2
"FloridaState","Missouri",0,"Atlantic Coast",1,2
"FloridaState","Illinois",1,"Atlantic Coast",1,2
"FloridaState","Virginia",0,"Atlantic Coast",1,2
"FloridaState","Nebraska",1,"Atlantic Coast",1,2
"FloridaState","Maryland",0,"Atlantic Coast",1,2
"FloridaState","CentralFlorida",1,"Atlantic Coast",1,2
"FloridaState",NA,1,"Atlantic Coast",1,2
"FresnoState","ColoradoState",0,"Western Athletic",1,2
"FresnoState","AlabamaBirmingham",1,"Western Athletic",1,2
"FresnoState","Stanford",1,"Western Athletic",1,2
"FresnoState","OregonState",0,"Western Athletic",1,2
"FresnoState","OklahomaState",1,"Western Athletic",1,2
"FresnoState","NorthTexas",1,"Western Athletic",1,2
"FresnoState","MiamiFlorida",1,"Western Athletic",1,2
"FresnoState","MiamiOhio",1,"Western Athletic",1,2
"FresnoState","LouisianaState",1,"Western Athletic",1,2
"FresnoState","California",0,"Western Athletic",1,2
"Georgia","FloridaState",1,"Southeastern",1,2
"GeorgiaTech","NevadaLasVegas",0,"Atlantic Coast",1,2
"GeorgiaTech","Memphis",1,"Atlantic Coast",1,2
"GeorgiaTech","OregonState",1,"Atlantic Coast",1,2
"GeorgiaTech","Army",1,"Atlantic Coast",1,2
"GeorgiaTech","Idaho",1,"Atlantic Coast",1,2
"GeorgiaTech","ArizonaState",1,"Atlantic Coast",1,2
"GeorgiaTech","WakeForest",0,"Atlantic Coast",1,2
"Hawaii","Maryland",NA,"Western Athletic",1,2
"Houston","Virginia",0,"Conference USA",1,2
"Houston","Cincinnati",0,"Conference USA",1,2
"Houston","Indiana",1,"Conference USA",1,2
"Houston","BoiseState",1,"Conference USA",1,2
"Houston","Texas",1,"Conference USA",1,2
"Houston","Hawaii",1,"Conference USA",1,2
"Houston","Illinois",1,"Conference USA",1,2
"Houston","Connecticut",1,"Conference USA",1,2
"Houston","Arkansas",0,"Conference USA",1,2
"Houston","Clemson",0,"Conference USA",1,2
"Idaho","Texas",0,"Sun Belt",1,2
"Idaho","CentralMichigan",1,"Sun Belt",1,2
"Idaho","Arkansas",0,"Sun Belt",1,2
"Idaho","Utah",0,"Sun Belt",1,2
"Idaho","Nebraska",0,"Sun Belt",1,2
"Illinois","NotreDame",1,"Big Ten",1,2
"Illinois","Indiana",0,"Big Ten",1,2
"Illinois","Minnesota",1,"Big Ten",1,2
"Indiana","OklahomaState",NA,"Big Ten",1,2
"Iowa","LouisianaLafayette",0,"Big Ten",1,2
"Iowa","Texas",1,"Big Ten",1,2
"Iowa","NewMexicoState",0,"Big Ten",1,2
"Iowa","Toledo",1,"Big Ten",1,2
"Iowa","Louisville",1,"Big Ten",1,2
"Iowa","OhioState",1,"Big Ten",1,2
"Iowa","Kent",0,"Big Ten",1,2
"Iowa","Maryland",0,"Big Ten",1,2
"Iowa","WakeForest",1,"Big Ten",1,2
"Iowa","Syracuse",1,"Big Ten",1,2
"Iowa","Tulsa",1,"Big Ten",1,2
"Iowa","Marshall",1,"Big Ten",1,2
"IowaState","Clemson",1,"Big Twelve",1,2
"IowaState","Minnesota",1,"Big Twelve",1,2
"IowaState","Baylor",1,"Big Twelve",1,2
"IowaState","BallState",1,"Big Twelve",1,2
"IowaState","WashingtonState",0,"Big Twelve",1,2
"Kansas","MiamiFlorida",1,"Big Twelve",1,2
"Kansas","SouthernMississippi",1,"Big Twelve",1,2
"Kansas","SouthernMethodist",1,"Big Twelve",1,2
"Kansas","Arkansas",1,"Big Twelve",1,2
"Kansas","Alabama",0,"Big Twelve",1,2
"Kansas","SanJoseState",0,"Big Twelve",1,2
"Kansas","Idaho",1,"Big Twelve",1,2
"KansasState","UCLA",1,"Big Twelve",1,2
"KansasState","MississippiState",1,"Big Twelve",1,2
"KansasState","NewMexicoState",1,"Big Twelve",1,2
"KansasState","Memphis",1,"Big Twelve",1,2
"KansasState","Maryland",0,"Big Twelve",1,2
"KansasState","LouisianaTech",1,"Big Twelve",1,2
"KansasState","LouisianaLafayette",1,"Big Twelve",1,2
"KansasState","IowaState",0,"Big Twelve",1,2
"KansasState","UtahState",0,"Big Twelve",1,2
"KansasState","MiamiOhio",1,"Big Twelve",1,2
"KansasState","California",1,"Big Twelve",1,2
"Kent","Tennessee",1,"Mid-American",1,2
"Kent","Michigan",0,"Mid-American",1,2
"Kent","Oklahoma",1,"Mid-American",1,2
"Kent","OklahomaState",1,"Mid-American",1,2
"Kentucky","Cincinnati",1,"Southeastern",1,2
"Kentucky","Florida",1,"Southeastern",1,2
"Kentucky","Hawaii",1,"Southeastern",1,2
"Kentucky","Maryland",0,"Southeastern",1,2
"Kentucky","WakeForest",1,"Southeastern",1,2
"Kentucky","Marshall",0,"Southeastern",1,2
"Kentucky","Marshall",1,"Southeastern",1,2
"Kentucky","NotreDame",1,"Southeastern",1,2
"Kentucky","Wisconsin",1,"Southeastern",1,2
"LouisianaLafayette","WakeForest",0,"Sun Belt",1,2
"LouisianaLafayette","MississippiState",0,"Sun Belt",1,2
"LouisianaMonroe","Ohio",0,"Sun Belt",1,2
"LouisianaMonroe","TexasChristian",1,"Sun Belt",1,2
"LouisianaMonroe","Duke",0,"Sun Belt",1,2
"LouisianaMonroe","SanDiegoState",1,"Sun Belt",1,2
"LouisianaMonroe","TexasChristian",0,"Sun Belt",1,2
"LouisianaMonroe","Cincinnati",0,"Sun Belt",1,2
"LouisianaState","MichiganState",1,"Southeastern",1,2
"LouisianaState","Army",0,"Southeastern",1,2
"LouisianaTech","Rice",0,"Western Athletic",1,2
"LouisianaTech","Missouri",1,"Western Athletic",1,2
"LouisianaTech","Virginia",0,"Western Athletic",1,2
"LouisianaTech","Toledo",0,"Western Athletic",1,2
"LouisianaTech","SouthernMississippi",0,"Western Athletic",1,2
"LouisianaTech","Buffalo",1,"Western Athletic",1,2
"Louisville","Indiana",1,"Conference USA",1,2
"Louisville","NevadaLasVegas",1,"Conference USA",1,2
"Louisville","Kent",1,"Conference USA",1,2
"Louisville","Marshall",1,"Conference USA",1,2
"Louisville","Missouri",1,"Conference USA",1,2
"Marshall","Louisville",0,"Mid-American",1,2
"Maryland","OregonState",NA,"Atlantic Coast",1,2
"Memphis","Nebraska",1,"Conference USA",1,2
"Memphis","Indiana",0,"Conference USA",1,2
"Memphis","Arkansas",1,"Conference USA",1,2
"Memphis","Duke",1,"Conference USA",1,2
"Memphis","Michigan",1,"Conference USA",1,2
"Memphis","NewMexicoState",1,"Conference USA",1,2
"MiamiFlorida","Washington",NA,"Big East",1,2
"MiamiOhio","Hawaii",1,"Mid-American",1,2
"MiamiOhio","LouisianaTech",1,"Mid-American",1,2
"MiamiOhio","Virginia",0,"Mid-American",1,2
"MiamiOhio","Tennessee",0,"Mid-American",1,2
"Michigan","LouisianaMonroe",1,"Big Ten",1,2
"Michigan","Georgia",1,"Big Ten",1,2
"Michigan","Florida",1,"Big Ten",1,2
"Michigan","WashingtonState",1,"Big Ten",1,2
"Michigan","UtahState",1,"Big Ten",1,2
"Michigan","Kent",0,"Big Ten",1,2
"MichiganState","TexasA&M",0,"Big Ten",1,2
"MiddleTennesseeState","CentralFlorida",0,"Sun Belt",1,2
"MiddleTennesseeState","Navy",1,"Sun Belt",1,2
"MiddleTennesseeState","SouthernMethodist",0,"Sun Belt",1,2
"MiddleTennesseeState","NevadaLasVegas",0,"Sun Belt",1,2
"MiddleTennesseeState","AirForce",0,"Sun Belt",1,2
"Minnesota","Maryland",1,"Big Ten",1,2
"Minnesota","TexasElPaso",0,"Big Ten",1,2
"Minnesota","Colorado",1,"Big Ten",1,2
"Mississippi",NA,1,"Southeastern",1,2
"Mississippi","SouthernMethodist",0,"Southeastern",1,2
"Mississippi","Pittsburgh",1,"Southeastern",1,2
"Mississippi","Vanderbilt",1,"Southeastern",1,2
"MississippiState","WesternMichigan",0,"Southeastern",1,2
"MississippiState","TexasTech",1,"Southeastern",1,2
"MississippiState","WesternMichigan",1,"Southeastern",1,2
"MississippiState","Clemson",1,"Southeastern",1,2
"MississippiState","Temple",1,"Southeastern",1,2
"Missouri","NewMexico",1,"Big Twelve",1,2
"Missouri","OhioState",0,"Big Twelve",1,2
"Navy","EastCarolina",0,"Independents",1,2
"Navy","EasternMichigan",1,"Independents",1,2
"Navy","OhioState",0,"Independents",1,2
"Navy","Stanford",0,"Independents",1,2
"Navy","MississippiState",0,"Independents",1,2
"Navy","Maryland",0,"Independents",1,2
"Navy","Toledo",0,"Independents",1,2
"Navy","Tulane",0,"Independents",1,2
"Nebraska","MiamiFlorida",1,"Big Twelve",1,2
"Nebraska","Houston",0,"Big Twelve",1,2
"Nebraska","CentralFlorida",1,"Big Twelve",1,2
"Nevada","GeorgiaTech",0,"Western Athletic",1,2
"Nevada","IowaState",0,"Western Athletic",1,2
"Nevada","EastCarolina",1,"Western Athletic",1,2
"Nevada","WashingtonState",1,"Western Athletic",1,2
"Nevada","Tennessee",0,"Western Athletic",1,2
"Nevada","Army",1,"Western Athletic",1,2
"Nevada","MiddleTennesseeState",1,"Western Athletic",1,2
"NevadaLasVegas","LouisianaState",0,"Mountain West",1,2
"NewMexico","MiamiFlorida",1,"Mountain West",1,2
"NewMexico","CentralMichigan",1,"Mountain West",1,2
"NewMexico","LouisianaLafayette",0,"Mountain West",1,2
"NewMexico","Utah",1,"Mountain West",1,2
"NewMexico","GeorgiaTech",0,"Mountain West",1,2
"NewMexico","Nebraska",1,"Mountain West",1,2
"NewMexico","Nevada",0,"Mountain West",1,2
"NewMexico","Akron",0,"Mountain West",1,2
"NewMexico","NevadaLasVegas",1,"Mountain West",1,2
"NewMexico","Rutgers",1,"Mountain West",1,2
"NewMexicoState","Connecticut",0,"Sun Belt",1,2
"NewMexicoState","Hawaii",0,"Sun Belt",1,2
"NewMexicoState","Oregon",0,"Sun Belt",1,2
"NewMexicoState","Missouri",0,"Sun Belt",1,2
"NewMexicoState",NA,0,"Sun Belt",1,2
"NewMexicoState","Maryland",0,"Sun Belt",1,2
"NorthCarolina","Stanford",1,"Atlantic Coast",1,2
"NorthCarolina","Tulsa",0,"Atlantic Coast",1,2
"NorthCarolina","Marshall",1,"Atlantic Coast",1,2
"NorthCarolina","AlabamaBirmingham",1,"Atlantic Coast",1,2
"NorthCarolinaState","Hawaii",1,"Atlantic Coast",1,2
"NorthCarolinaState","UtahState",0,"Atlantic Coast",1,2
"NorthCarolinaState","SouthCarolina",1,"Atlantic Coast",1,2
"NorthCarolinaState","WakeForest",1,"Atlantic Coast",1,2
"NorthCarolinaState","NorthCarolina",1,"Atlantic Coast",1,2
"NorthCarolinaState","Ohio",1,"Atlantic Coast",1,2
"NorthCarolinaState","Marshall",1,"Atlantic Coast",1,2
"NorthCarolinaState","NewMexicoState",1,"Atlantic Coast",1,2
"NorthCarolinaState","LouisianaState",0,"Atlantic Coast",1,2
"NorthernIllinois","California",0,"Mid-American",1,2
"NorthernIllinois","Tulsa",1,"Mid-American",1,2
"NorthernIllinois","CentralMichigan",1,"Mid-American",1,2
"NorthernIllinois","Connecticut",1,"Mid-American",1,2
"NorthernIllinois","Oklahoma",1,"Mid-American",1,2
"NorthernIllinois","Stanford",1,"Mid-American",1,2
"NorthernIllinois","Oklahoma",1,"Mid-American",1,2
"NorthernIllinois","Tulsa",1,"Mid-American",1,2
"NorthernIllinois","AirForce",0,"Mid-American",1,2
"NorthernIllinois","Kentucky",0,"Mid-American",1,2
"NorthTexas","AirForce",1,"Sun Belt",1,2
"NorthTexas","Pittsburgh",1,"Sun Belt",1,2
"NorthTexas","Vanderbilt",0,"Sun Belt",1,2
"NorthTexas","Hawaii",0,"Sun Belt",1,2
"NorthTexas","MiamiFlorida",0,"Sun Belt",1,2
"NorthTexas","Temple",1,"Sun Belt",1,2
"NorthTexas","UtahState",1,"Sun Belt",1,2
"Northwestern","Syracuse",1,"Big Ten",1,2
"Northwestern","Duke",1,"Big Ten",1,2
"Northwestern","SanDiegoState",0,"Big Ten",1,2
"Northwestern","Arkansas",0,"Big Ten",1,2
"Northwestern","Army",1,"Big Ten",1,2
"Northwestern","Louisville",1,"Big Ten",1,2
"Northwestern","Indiana",1,"Big Ten",1,2
"Northwestern","TexasChristian",1,"Big Ten",1,2
"Northwestern","Indiana",1,"Big Ten",1,2
"NotreDame","MichiganState",0,"Independents",1,2
"NotreDame","Oregon",0,"Independents",1,2
"NotreDame","OhioState",0,"Independents",1,2
"Ohio","Duke",0,"Mid-American",1,2
"Ohio","Nebraska",1,"Mid-American",1,2
"OhioState","Ohio",0,"Big Ten",1,2
"OhioState","Missouri",1,"Big Ten",1,2
"OhioState","PennState",1,"Big Ten",1,2
"OhioState","MichiganState",1,"Big Ten",1,2
"Oklahoma","Georgia",1,"Big Twelve",1,2
